Category,Discounted,SoldBy,Url,Title,CurrentPrice,Savings,OriginalPrice,SellerRating
,False,,https://uae.souq.com/ae-en/luckies-scratch-map-personalised-world-map-poster-7653750/i/,,,-26.00 ,,
,False,,https://uae.souq.com/ae-en/digital-tasbeeh-with-led-light-tally-counter-24250966/i/,,,-9.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/tally-tasbeeh-counter-yellow-23802603/i/,,,-9.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/colored-holy-quran-10743765/i/,,,-115.00 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/generic-tasbeeh-tool-tally-counter-yellow-23529310/i/,,,-3.40 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/holy-quran-white-paper-clear-binding-8-x-12-cm-30084296/i/,,,-10.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/wooden-stand-holder-for-quran-15-inch-22853388/i/,,,-51.00 ,,(88% Positive Rating)
,False,,https://uae.souq.com/ae-en/digital-tallly-counter-22875722/i/,,,-3.00 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/tally-tasbeeh-counter-white-23802892/i/,,,-4.00 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/digital-tasbeeh-counter-10466953/i/,,,-5.97 ,,
,False,,https://uae.souq.com/ae-en/tasbeeh-with-name-of-allah-and-prophet-6780590/i/,,,-5.00 ,,(80% Positive Rating)
,True,,https://uae.souq.com/ae-en/quran-digital-pen-reader-with-multiple-translations-recites-with-8gb-inbuilt-memory-small-quran-book-m9-5422302/i/,,,166.54 ,261.45 ,(91% Positive Rating)
,False,,https://uae.souq.com/ae-en/islamic-e-book-for-children-22766573/i/,,,-72.00 ,,(88% Positive Rating)
,False,,https://uae.souq.com/ae-en/holy-quran-english-yellow-paper-30084284/i/,,,-45.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/holy-quran-yellow-paper-velvet-14-x-10-cm-30084341/i/,,,-25.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/holy-quran-juzu-amma-thajweed-yellow-paper-17-x-24-cm-30084295/i/,,,-5.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/holy-quran-juzu-thabarak-thajweed-yellow-paper-17-x-24-cm-30084323/i/,,,-5.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/holy-quran-yellow-paper-the-qaloon-novel-14-x-20-cm-30084288/i/,,,-30.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/digital-tally-counter-22973301/i/,,,-2.98 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/wooden-stand-holder-for-quran-12-inch-22853754/i/,,,-35.00 ,,(50% Positive Rating)
,False,,https://uae.souq.com/ae-en/tally-counter-22973900/i/,,,-2.98 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/tally-tasbeeh-counter-green-23802339/i/,,,-9.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/quran-reading-stand-big-size-30084361/i/,,,-200.00 ,,
,False,,https://uae.souq.com/ae-en/tally-tasbeeh-counter-black-23802379/i/,,,-3.50 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/tasbeeh-tally-counter-with-led-light-24250974/i/,,,-5.50 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/sundus-folding-wooden-holy-quran-holder-23143094/i/,,,-24.00 ,,(50% Positive Rating)
,True,,https://uae.souq.com/ae-en/quran-digital-pen-reader-with-multiple-translations-recites-with-8gb-inbuilt-memory-big-quran-book-m10-5422307/i/,,,204.85 ,309.75 ,(No ratings yet)
,False,,https://uae.souq.com/ae-en/taxi-driver-movie-poster-10749911/i/,,,-100.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/tally-tasbeeh-counter-orange-23802445/i/,,,-2.98 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/word-by-word-holy-quran-read-pen-4gb-built-in-memory-with-small-quran-book-gift-set-5569641/i/,,,-97.50 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/tasbeeh-tally-counter-with-led-light-24250984/i/,,,-9.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24487042/i/,,,-75.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/rocky-movie-poster-10777558/i/,,,-80.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/ghostbusters-movie-poster-10695463/i/,,,-70.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/quotes-picture-frames-home-decor-wall-frame-31715704/i/,,,-99.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/marilyn-monroe-wall-frames-pop-art-home-decor-wall-frame-30777305/i/,,,-99.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/wall-frames-quotes-home-decor-40-x-60cm-2-pieces-set-23335612/i/,,,-199.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24500105/i/,,,-75.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-27359658/i/,,,-70.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/minions-poster-24436841/i/,,,-60.00 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/decorative-nature-poster-22891010/i/,,,-165.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24795947/i/,,,-75.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/3-panels-printed-wall-paintings-for-home-livingroom-22761727/i/,,,-85.70 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/decorative-floral-poster-22891098/i/,,,-165.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/wall-frames-albert-einstein-pop-art-home-decor-wall-frame-29287957/i/,,,-99.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/decorative-canvas-print-22875075/i/,,,-199.00 ,,(No ratings yet)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-27400593/i/,,,-75.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/7-in-1-combo-heating-press-machine-t-shirt-mug-cap-plate-mobile-case-sublimation-transfer-machine-23709965/i/,,,-670.00 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24843380/i/,,,-75.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/5pcs-unframed-new-york-large-modern-canvas-wall-art-oil-painting-room-decor-24223105/i/,,,-99.90 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24813223/i/,,,-90.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24665134/i/,,,-99.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24666906/i/,,,-75.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/spoil-your-wall-frames-quotes-picture-frames-home-decor-wall-frame-24666387/i/,,,-75.00 ,,(67% Positive Rating)
,False,,https://uae.souq.com/ae-en/art-n-gift-aluminum-quoted-take-it-or-leave-it-sign-plate-10176244/i/,,,-25.00 ,,(77% Positive Rating)
,False,,https://uae.souq.com/ae-en/melody-wall-art-set-of-5-pieces-15em-232mld2927-reproduction-10893822/i/,,,-93.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/pure-wall-art-set-of-5-pieces-15em-250pur2957-reproduction-10893809/i/,,,-93.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/pure-wall-art-set-of-5-pieces-15em-250pur2914-reproduction-10893804/i/,,,-93.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/soap-magic-hands-free-soap-dispenser-7748879/i/,,,-21.72 ,,(87% Positive Rating)
,False,,https://uae.souq.com/ae-en/squeezing-toothpaste-device-4731965/i/,,,-9.76 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/living-floor-drain-hair-stopper-bath-catcher-sink-strainer-sewer-filter-bathroom-accesories-22301505/i/,,,-8.00 ,,
,False,,https://uae.souq.com/ae-en/toilet-bidet-spray-shattaf-8893035/i/,,,-31.00 ,,(75% Positive Rating)
,False,,https://uae.souq.com/ae-en/automatic-soap-magic-dispenser-9381423/i/,,,-19.98 ,,(87% Positive Rating)
,False,,https://uae.souq.com/ae-en/the-bathroom-toilet-stool-step-n-squat-by-kid-mart-11830424/i/,,,-20.80 ,,(91% Positive Rating)
,True,,https://uae.souq.com/ae-en/led-shower-head-in-3-colors-5811015/i/,,,5.25 ,26.25 ,(87% Positive Rating)
,False,,https://uae.souq.com/ae-en/led-light-shower-head-5121853/i/,,,-22.99 ,,
,False,,https://uae.souq.com/ae-en/squatty-potty-original-12051532/i/,,,-20.60 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/squatty-potty-white-12059977/i/,,,-19.72 ,,(86% Positive Rating)
,True,,https://uae.souq.com/ae-en/home-essentials-luxurious-trimmed-scuff-hotel-spa-slippers-7084356/i/,,,18.25 ,26.25 ,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/led-light-shower-head-5391806/i/,,,-27.99 ,,
,False,,https://uae.souq.com/ae-en/squatty-potty-7717181/i/,,,-21.60 ,,(91% Positive Rating)
,False,,https://uae.souq.com/ae-en/wall-mounted-stainless-steel-soap-dispenser-800ml-10135003/i/,,,-27.00 ,,(97% Positive Rating)
,False,,https://uae.souq.com/ae-en/squatty-potty-7698300/i/,,,-20.00 ,,(91% Positive Rating)
,False,,https://uae.souq.com/ae-en/wall-mounted-stainless-steel-soap-dispenser-500ml-10135001/i/,,,-19.50 ,,(97% Positive Rating)
,False,,https://uae.souq.com/ae-en/toothpaste-dispenser-12121716/i/,,,-8.95 ,,
,False,,https://uae.souq.com/ae-en/toilet-shattaf-with-hose-and-hook-complete-set-10140563/i/,,,-8.49 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/automatic-toothpaste-dispenser-with-toothbrush-holder-8879601/i/,,,-9.16 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/auto-squeezing-toothpaste-dispenser-4982369/i/,,,-8.98 ,,(87% Positive Rating)
,True,,https://uae.souq.com/ae-en/squatty-potty-the-bathroom-toilet-stool-11776003/i/,,,21.99 ,41.99 ,(91% Positive Rating)
,True,,https://uae.souq.com/ae-en/squatty-potty-the-bathroom-toilet-stool-10423259/i/,,,83.22 ,103.95 ,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/stainless-steel-15x15-bathroom-shower-floor-drain-8563700/i/,,,-18.99 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/minions-design-set-toothbrush-holder-automatic-toothpaste-dispenser-with-brush-cup-10904596/i/,,,-12.00 ,,
,False,,https://uae.souq.com/ae-en/toilet-spray-shattaf-with-flexible-hose-and-hook-8588501/i/,,,-25.00 ,,(92% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-fullen-with-shelf-wall-mirror-for-bathroom-11916826/i/,,,-200.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-tysnes-table-mirror-for-bathroom-11916852/i/,,,-135.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/soap-magic-hands-free-soap-dispenser-7748871/i/,,,-24.00 ,,
,False,,https://uae.souq.com/ae-en/mirror-stainless-bath-and-water-resistant-23201310/i/,,,-129.00 ,,(68% Positive Rating)
,True,,https://uae.souq.com/ae-en/auto-squeezing-toothpaste-dispenser-white-7739328/i/,,,18.40 ,29.40 ,(87% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-garnes-over-the-door-mirror-with-hooks-and-shelf-for-bathroom-11916846/i/,,,-216.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/squatty-potty-the-bathroom-toilet-stool-by-home-station-23879475/i/,,,-16.80 ,,(91% Positive Rating)
,True,,https://uae.souq.com/ae-en/soap-magic-hands-free-soap-dispenser-7748875/i/,,,12.84 ,33.60 ,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/argent-crystal-bevelled-toilet-mirror-yj-574-21987463/i/,,,-219.00 ,,
,False,,https://uae.souq.com/ae-en/black-easehold-tri-fold-rotatable-vanity-mirror-with-led-light-stk12-30063950/i/,,,-68.00 ,,(91% Positive Rating)
,False,,https://uae.souq.com/ae-en/fogless-shower-mirror-with-squeegee-by-toilettree-products-silver-8096091/i/,,,-157.98 ,,(82% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-karmsund-table-mirror-for-bathroom-11916818/i/,,,-389.80 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/argent-crystal-decorative-toilet-mirror-yj-1243-21987431/i/,,,-102.00 ,,
,False,,https://uae.souq.com/ae-en/rectangular-storjorm-with-integrated-lighting-wall-mirror-for-bathroom-11916820/i/,,,-920.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/round-langesund-wall-mirror-for-bathroom-11916825/i/,,,-305.61 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-garnes-over-the-door-mirror-for-bathroom-11916838/i/,,,-240.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/round-storjorm-with-integrated-lighting-wall-mirror-for-bathroom-11916811/i/,,,-661.51 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-karmsund-table-mirror-for-bathroom-11916832/i/,,,-130.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/argent-crystal-double-layer-toilet-mirror-yj-1427-21987452/i/,,,-131.00 ,,
,True,,https://uae.souq.com/ae-en/pan-emirates-round-ebruli-round-wall-mirror-with-hemp-rope-for-bathroom-30538128/i/,,,16.00 ,39.00 ,(77% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-ikornnes-table-mirror-for-bathroom-11916841/i/,,,-255.00 ,,(68% Positive Rating)
,True,,https://uae.souq.com/ae-en/deesignu-tabletop-mirror-htc-du621-10664925/i/,,,6.45 ,30.45 ,(82% Positive Rating)
,False,,https://uae.souq.com/ae-en/fashion-style-8-inches-double-side-mirror-23501521/i/,,,-18.00 ,,(82% Positive Rating)
,False,,https://uae.souq.com/ae-en/wall-mounted-bathroom-plain-mirror-8918610/i/,,,-55.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/argent-crystal-bevelled-toilet-mirror-yj-1641f-21987441/i/,,,-280.00 ,,
,False,,https://uae.souq.com/ae-en/argent-crystal-toilet-mirror-with-frame-yj-1747h-21987433/i/,,,-96.00 ,,
,False,,https://uae.souq.com/ae-en/argent-crystal-toilet-mirror-yj-1242-21987437/i/,,,-80.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/argent-crystal-toilet-mirror-yj-1109-21987461/i/,,,-75.00 ,,
,True,,https://uae.souq.com/ae-en/pan-emirates-round-aasia-wall-mirror-for-bathroom-30538123/i/,,,10.00 ,25.00 ,(77% Positive Rating)
,False,,https://uae.souq.com/ae-en/rectangular-eidsa-wall-mirror-for-bathroom-11916835/i/,,,-130.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/bathroom-mirror-stainless-steel-body-water-resistant-with-magnifying-mirror-17cm-dia-245ik24485-10760648/i/,,,-34.00 ,,(68% Positive Rating)
,False,,https://uae.souq.com/ae-en/lighted-makeup-mirror-with-21-led-lights-touch-screen-vanity-mirror-with-3x-2x-1x-magnification-22087225/i/,,,-49.00 ,,(91% Positive Rating)
,True,,https://uae.souq.com/ae-en/black-decker-100-pieces-accessories-set-a7154-6610815/i/,,,12.99 ,178.00 ,
,True,,https://uae.souq.com/ae-en/variety-by-marc-jacobs-perfume-kit-assorted-fragrances-25429508/i/,,,155.00 ,300.00 ,(86% Positive Rating)
,True,,https://uae.souq.com/ae-en/emblem-intense-by-mont-blanc-gift-set-eau-de-toilette-25429484/i/,,,150.99 ,300.00 ,
,False,,https://uae.souq.com/ae-en/w1209-digital-thermostat-temperature-control-switch-dc-12v-sensor-module-arduino-raspberry-pi-11418513/i/,,,-25.00 ,,(90% Positive Rating)
,False,,https://uae.souq.com/ae-en/dolce-gabbana-the-one-100ml-edt-3-pcs-gift-set-for-men-7557067/i/,,,-275.00 ,,(94% Positive Rating)
,True,,https://uae.souq.com/ae-en/santal-royal-by-guerlain-gift-set-eau-de-parfum-25429522/i/,,,374.99 ,800.00 ,
,False,,https://uae.souq.com/ae-en/etisalat-silver-special-wasl-number-f1784-30440022/i/,,,"-3,250.00 ",,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/etisalat-silver-special-wasl-number-f1663-30440023/i/,,,"-3,000.00 ",,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/mixed-color-acrylic-spikes-cone-loose-beads-8211500/i/,,,-25.00 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/apple-ipad-pro-12-9-inch-leather-case-cover-gold-23769392/i/,,,-41.10 ,,(79% Positive Rating)
,True,,https://uae.souq.com/ae-en/fashion-copper-material-chess-design-cufflinks-for-men-gifts-11331486/i/,,,136.35 ,154.35 ,
,True,,https://uae.souq.com/ae-en/18k-gold-plated-italina-braided-design-necklace-earring-and-bracelet-set-kmp206-6616592/i/,,,44.45 ,93.45 ,
,True,,https://uae.souq.com/ae-en/silica-gel-iphone6-back-case-transparent-cover-slim-ultra-thin-silicone-case-soft-sleeve-iy1-7752555/i/,,,8.55 ,9.45 ,(91% Positive Rating)
,True,,https://uae.souq.com/ae-en/slim-transparent-ultra-thin-tpu-protective-case-cover-for-apple-iphone-7-plus-clear-11560049/i/,,,0.11 ,2.10 ,
,False,,https://uae.souq.com/ae-en/925-sterling-silver-with-big-sapphire-gemstone-cubic-zirconia-stone-italian-design-jewelry-set-7986578/i/,,,-80.00 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/european-and-american-simple-metal-short-necklace-for-women-22136918/i/,,,-149.00 ,,(80% Positive Rating)
,True,,https://uae.souq.com/ae-en/ultra-thin-soft-tpu-case-cover-for-iphone-7-11604837/i/,,,2.25 ,3.15 ,(29% Positive Rating)
,False,,https://uae.souq.com/ae-en/925-sterling-silver-casual-trendy-necklace-cool-style-fits-all-dresses-colours-for-euphorian-ladies-girls-women-party-after-8-pm-clubs-celebration-23696461/i/,,,-30.00 ,,
,False,,https://uae.souq.com/ae-en/swarovski-elements-heart-of-the-ocean-pendant-18k-white-gold-plated-necklace-gf-022-23500943/i/,,,-149.00 ,,(80% Positive Rating)
,False,,https://uae.souq.com/ae-en/swarovski-elements-heart-of-the-ocean-pendant-18k-white-gold-plated-necklace-gf-023-23501094/i/,,,-65.00 ,,(38% Positive Rating)
,False,,https://uae.souq.com/ae-en/pendant-trendy-men-necklace-link-chain-316l-steel-jewelry-accessories-11802586/i/,,,-42.99 ,,(84% Positive Rating)
,True,,https://uae.souq.com/ae-en/harry-potter-ravenclaw-lost-diadem-eagle-necklace-22426481/i/,,,1.50 ,31.49 ,
,False,,https://uae.souq.com/ae-en/hip-hop-one-row-of-alloy-necklace-full-diamond-single-row-necklace-gold-zz-23951897/i/,,,-126.40 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/18k-gold-plated-dolphin-pendant-jewelry-necklace-hip-hop-chain-for-man-woman-11149863/i/,,,-45.00 ,,
,False,,https://uae.souq.com/ae-en/20-pcs-women-choker-necklaces-black-velvet-stretch-tattoo-choker-necklace-set-for-girls-22284587/i/,,,-46.99 ,,(80% Positive Rating)
,True,,https://uae.souq.com/ae-en/harry-potter-golden-snitch-st-wings-pendant-necklace-10777726/i/,,,6.50 ,10.50 ,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/ecg-heartbeat-heart-pendant-necklace-silver-11609667/i/,,,-10.00 ,,(78% Positive Rating)
,False,,https://uae.souq.com/ae-en/being-human-jewellery-unisex-alloy-signature-tag-pendant-necklace-23209279/i/,,,-70.00 ,,(33% Positive Rating)
,True,,https://uae.souq.com/ae-en/game-of-thrones-house-stark-wolf-head-necklace-pendant-24005499/i/,,,1.75 ,36.75 ,
,False,,https://uae.souq.com/ae-en/being-human-jewellery-unisex-alloy-signature-tag-pendant-necklace-23209315/i/,,,-70.00 ,,(33% Positive Rating)
,False,,https://uae.souq.com/ae-en/mens-hip-hop-18k-real-gold-silver-plated-pendant-necklace-small-finger-chain-12066457/i/,,,-98.00 ,,(76% Positive Rating)
,False,,https://uae.souq.com/ae-en/i-love-you-to-the-moon-and-back-silver-plated-pendant-necklace-22540279/i/,,,-8.00 ,,
,True,,https://uae.souq.com/ae-en/swarovski-elements-women-s-18k-white-gold-plated-necklace-encrusted-with-navy-blue-swarovski-crystals-swr-100-7414696/i/,,,184.90 ,333.90 ,(83% Positive Rating)
,False,,https://uae.souq.com/ae-en/stylish-stainless-steel-dumble-weight-lifting-barbell-gym-pendant-necklace-silver-color-23190905/i/,,,-10.00 ,,(82% Positive Rating)
,True,,https://uae.souq.com/ae-en/pk-1100sr-fashionable-stainless-steel-long-chain-pendant-necklace-for-men-11625849/i/,,,93.51 ,115.50 ,
,False,,https://uae.souq.com/ae-en/jewelry-gold-necklace-for-men-jewelry-18k-real-gold-plated-chains-jewelry-11326428/i/,,,-68.00 ,,(46% Positive Rating)
,False,,https://uae.souq.com/ae-en/multi-chains-necklaces-chocker-swarovski-elements-with-natural-green-fresh-stones-for-summer-party-gift-couples-32531482/i/,,,-340.00 ,,(100% Positive Rating)
,False,,https://uae.souq.com/ae-en/moana-necklace-disney-costume-accessory-princess-necklace-cosplay-gift-for-girls-2764-24005274/i/,,,-15.00 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/love-gift-set-natural-pearl-oyster-freshwater-pearl-with-silver-necklace-to-put-the-love-pear-23214276/i/,,,-47.99 ,,(67% Positive Rating)
,True,,https://uae.souq.com/ae-en/mens-fitness-pendant-necklace-titanium-dumbbell-necklace-syxe051-03-11777173/i/,,,64.65 ,133.35 ,(No ratings yet)
,True,,https://uae.souq.com/ae-en/fashion-18k-cross-jewelry-chain-hip-hop-necklace-pendant-for-man-woman-11142409/i/,,,113.95 ,145.95 ,(83% Positive Rating)
,False,,https://uae.souq.com/ae-en/magical-fairy-glow-in-the-dark-locket-hollow-luminous-oval-pendant-necklace-11963297/i/,,,-25.00 ,,(78% Positive Rating)
,True,,https://uae.souq.com/ae-en/pk-1100bk-fashionable-stainless-steel-long-chain-pendant-necklace-for-men-11625868/i/,,,59.50 ,94.50 ,(73% Positive Rating)
,False,,https://uae.souq.com/ae-en/silver-heart-locket-pendant-with-necklace-6506499/i/,,,-10.00 ,,
,False,,https://uae.souq.com/ae-en/moana-necklace-disney-costume-accessory-princess-necklace-cosplay-gift-for-girls-ww2764-23975102/i/,,,-15.90 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/three-layer-cylinder-jewelry-box-women-ring-bracelets-case-10533539/i/,,,-50.00 ,,(76% Positive Rating)
,True,,https://uae.souq.com/ae-en/ecg-heartbeat-heart-pendant-necklace-gold-11609676/i/,,,6.50 ,10.50 ,(83% Positive Rating)
,False,,https://uae.souq.com/ae-en/book-style-jewelry-earrings-ear-studs-storage-travel-organizer-storage-box-dark-pink-23907851/i/,,,-38.00 ,,
,False,,https://uae.souq.com/ae-en/two-sided-jewellery-organizer-hangs-8974684/i/,,,-17.43 ,,(86% Positive Rating)
,True,,https://uae.souq.com/ae-en/accessories-watch-organizer-black-4713825/i/,,,305.00 ,420.00 ,(85% Positive Rating)
,False,,https://uae.souq.com/ae-en/20-0-001g-digital-scale-gram-carat-grain-reload-jewelry-diamond-precious-metals-milligram-weight-scales-23321586/i/,,,-84.00 ,,(84% Positive Rating)
,False,,https://uae.souq.com/ae-en/%D9%85%D9%8A%D8%B2%D8%A7%D9%86-%D8%B1%D9%82%D9%85%D9%8A-%D8%AD%D8%B3%D8%A7%D8%B3-%D9%84%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA-digital-scale-0-01-500-gm-8566240/i/,,,-36.72 ,,(76% Positive Rating)
,True,,https://uae.souq.com/ae-en/two-sided-jewellery-organizer-hangs-4624646/i/,,,51.28 ,68.25 ,(87% Positive Rating)
,False,,https://uae.souq.com/ae-en/12-grid-watch-storage-box-high-quality-leather-men-watch-case-10689361/i/,,,-75.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/ok-hand-ring-jewelry-showcase-display-stand-window-show-holder-black-velvet-lym-h9072-5069381/i/,,,-33.00 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/mini-pocket-scale-200-0-01g-cigarette-case-style-scale-digital-pocket-scales-cigarette-pack-digital-jewelry-scale-25825681/i/,,,-42.00 ,,(83% Positive Rating)
,False,,https://uae.souq.com/ae-en/8-piece-leather-watch-jewelry-organizer-case-black-6731300/i/,,,-73.00 ,,(85% Positive Rating)
,False,,https://uae.souq.com/ae-en/ring-jewelry-organizer-case-red-6732128/i/,,,-95.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/watch-and-jewelry-organizer-brown-6606303/i/,,,-168.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/two-sided-jewellery-organizer-hangs-9310525/i/,,,-13.74 ,,
,False,,https://uae.souq.com/ae-en/12-piece-leather-watch-organizer-case-black-6794693/i/,,,-71.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/black-polyresin-hand-form-jewelry-display-bracelet-ring-necklace-stand-holder-8950207/i/,,,-37.75 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/2-tier-black-velvet-jewelry-bracelet-bangle-watch-display-stand-holder-5842121/i/,,,-35.00 ,,(91% Positive Rating)
,False,,https://uae.souq.com/ae-en/travel-portable-jewelry-box-jewelry-storage-earrings-box-creative-collection-books-9455017/i/,,,-31.77 ,,(86% Positive Rating)
,False,,https://uae.souq.com/ae-en/watch-and-jewelry-box-organizer-black-5065493/i/,,,-104.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/watch-bracelet-organizer-case-black-6731339/i/,,,-135.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/10-piece-synthetic-leather-watch-jewelry-organizer-case-black-6640755/i/,,,-37.55 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/ring-jewelry-organiser-case-black-6734798/i/,,,-84.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/12-compartment-watch-organizer-black-5251470/i/,,,-63.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/6-pieces-watch-organizer-in-black-5309754/i/,,,-33.00 ,,
,False,,https://uae.souq.com/ae-en/bracelet-necklace-jewelry-watch-display-holder-stand-black-organizers-5392376/i/,,,-45.00 ,,(94% Positive Rating)
,False,,https://uae.souq.com/ae-en/6-piece-leather-watch-organizer-case-6794688/i/,,,-65.00 ,,(87% Positive Rating)
,False,,https://uae.souq.com/ae-en/bangles-organizer-case-6753792/i/,,,-49.00 ,,(94% Positive Rating)
,True,,https://uae.souq.com/ae-en/watch-organizer-case-with-18-compartment-black-5162519/i/,,,15.65 ,105.00 ,
